"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.089202770E2,6.469114261E1,2.452723428E1,7.271584909E0,1.679999948E0,3.403999939E2,2.500000000E0,2.000000000E0
2.099202789E2,6.469115455E1,2.452722254E1,7.271586367E0,1.480000019E0,3.368999939E2,2.500000000E0,2.000000000E0
2.109202808E2,6.469116868E1,2.452720637E1,7.271587860E0,1.639999986E0,3.341000061E2,2.500000000E0,2.000000000E0
2.119202828E2,6.469118372E1,2.452718482E1,7.271589016E0,1.659999967E0,3.300000000E2,2.500000000E0,2.000000000E0
2.129202847E2,6.469119722E1,2.452716387E1,8.271589888E0,1.730000019E0,3.266000061E2,2.500000000E0,2.000000000E0
2.139202867E2,6.469120933E1,2.452713336E1,8.271589492E0,1.669999957E0,3.257999878E2,2.500000000E0,2.000000000E0
2.149202886E2,6.469121922E1,2.452711249E1,8.271589576E0,1.500000000E0,3.237999878E2,2.500000000E0,2.000000000E0
2.159202906E2,6.469122932E1,2.452709078E1,9.271589621E0,1.730000019E0,3.165000000E2,2.500000000E0,2.000000000E0
2.169202926E2,6.469124047E1,2.452706538E1,9.271589526E0,1.490000010E0,3.197999878E2,2.500000000E0,2.000000000E0
2.179202945E2,6.469125132E1,2.452704124E1,9.271589492E0,1.679999948E0,3.182999878E2,2.500000000E0,2.000000000E0
2.189202965E2,6.469126062E1,2.452702121E1,9.271589530E0,1.240000010E0,3.127000122E2,2.500000000E0,2.000000000E0
2.199202985E2,6.469126804E1,2.452699439E1,9.271588467E0,1.439999938E0,3.138999939E2,2.500000000E0,2.000000000E0
2.209203004E2,6.469127718E1,2.452696673E1,1.027158770E1,1.669999957E0,3.120000000E2,2.500000000E0,2.000000000E0
2.219203024E2,6.469128652E1,2.452694384E1,9.271587456E0,1.610000014E0,3.157999878E2,2.500000000E0,2.000000000E0
2.229203044E2,6.469129792E1,2.452691878E1,1.027158745E1,1.569999933E0,3.177999878E2,2.500000000E0,2.000000000E0
2.239203064E2,6.469131041E1,2.452689833E1,9.271588144E0,1.589999914E0,3.163999939E2,2.500000000E0,2.000000000E0
2.249203084E2,6.469132366E1,2.452688266E1,9.271589487E0,1.529999971E0,3.142999878E2,2.500000000E0,2.000000000E0
2.259203104E2,6.469133413E1,2.452686396E1,9.271589915E0,1.419999957E0,3.138999939E2,2.500000000E0,2.000000000E0
2.269203124E2,6.469134352E1,2.452683287E1,8.271588853E0,1.659999967E0,3.131000061E2,2.500000000E0,2.000000000E0
2.279203143E2,6.469135274E1,2.452680630E1,9.271588210E0,1.620000005E0,3.172000122E2,2.500000000E0,2.000000000E0
2.289203164E2,6.469136402E1,2.452677939E1,9.271587985E0,1.610000014E0,3.147000122E2,2.500000000E0,2.000000000E0
2.299203183E2,6.469137353E1,2.452675416E1,9.271587541E0,1.679999948E0,3.152999878E2,2.500000000E0,2.000000000E0
2.309203203E2,6.469138434E1,2.452672709E1,9.271587197E0,1.699999928E0,3.156000061E2,2.500000000E0,2.000000000E0
2.319203224E2,6.469139331E1,2.452670169E1,9.271586615E0,1.599999905E0,3.187999878E2,2.500000000E0,2.000000000E0
2.329203244E2,6.469140408E1,2.452667629E1,1.027158643E1,1.459999919E0,3.188999939E2,2.500000000E0,2.000000000E0
2.339203265E2,6.469141443E1,2.452666020E1,9.271587089E0,7.999999523E-1,3.223999939E2,2.500000000E0,2.000000000E0
2.349203285E2,6.469142604E1,2.452664210E1,9.271587823E0,1.299999952E0,3.316000061E2,2.500000000E0,2.000000000E0
2.359203304E2,6.469143690E1,2.452661360E1,9.271587342E0,1.699999928E0,3.142000122E2,2.500000000E0,2.000000000E0
2.369203325E2,6.469144871E1,2.452658325E1,9.271586887E0,1.750000000E0,3.177000122E2,2.500000000E0,2.000000000E0
2.379203345E2,6.469146104E1,2.452655442E1,8.271586695E0,1.599999905E0,3.151000061E2,2.500000000E0,2.000000000E0
2.389203365E2,6.469147285E1,2.452652894E1,8.271586729E0,1.809999943E0,3.153999939E2,2.500000000E0,2.000000000E0
2.399203386E2,6.469148610E1,2.452649583E1,9.271586307E0,2.009999990E0,3.177999878E2,2.500000000E0,2.000000000E0
2.409203406E2,6.469149813E1,2.452647018E1,9.271586370E0,1.610000014E0,3.171000061E2,2.500000000E0,2.000000000E0
2.419203427E2,6.469150877E1,2.452644520E1,9.271586195E0,1.279999971E0,3.188999939E2,2.500000000E0,2.000000000E0
2.429203447E2,6.469151803E1,2.452642417E1,9.271586112E0,1.679999948E0,3.188999939E2,2.500000000E0,2.000000000E0
2.439203468E2,6.469152880E1,2.452640237E1,9.271586285E0,1.719999909E0,3.172000122E2,2.500000000E0,2.000000000E0
2.449203488E2,6.469154075E1,2.452637580E1,9.271586234E0,1.589999914E0,3.185000000E2,2.500000000E0,2.000000000E0
2.459203508E2,6.469155391E1,2.452635753E1,9.271587288E0,1.740000010E0,3.197000122E2,2.500000000E0,2.000000000E0
2.469203529E2,6.469156288E1,2.452633632E1,9.271587122E0,1.539999962E0,3.186000061E2,2.500000000E0,2.000000000E0
2.479203550E2,6.469157390E1,2.452631830E1,9.271587730E0,1.569999933E0,3.105000000E2,2.500000000E0,2.000000000E0
2.489203571E2,6.469158429E1,2.452629089E1,9.271587251E0,1.799999952E0,3.133999939E2,2.500000000E0,2.000000000E0
2.499203592E2,6.469159724E1,2.452627078E1,8.271588070E0,1.519999981E0,3.107999878E2,2.500000000E0,2.000000000E0
2.509203613E2,6.469160797E1,2.452624245E1,9.271587571E0,1.769999981E0,3.140000000E2,2.500000000E0,2.000000000E0
2.519203633E2,6.469161971E1,2.452621319E1,9.271587200E0,1.759999990E0,3.167000122E2,2.500000000E0,2.000000000E0
2.529203654E2,6.469162943E1,2.452617355E1,9.271585336E0,1.409999967E0,3.147000122E2,2.500000000E0,2.000000000E0
2.539203675E2,6.469163777E1,2.452614270E1,9.271584056E0,1.399999976E0,3.182999878E2,2.500000000E0,2.000000000E0
2.549203696E2,6.469165043E1,2.452611797E1,9.271584343E0,1.699999928E0,3.158999939E2,2.500000000E0,2.000000000E0
2.559203717E2,6.469166564E1,2.452608570E1,9.271584430E0,1.689999938E0,3.156000061E2,2.500000000E0,2.000000000E0
2.569203738E2,6.469167540E1,2.452606710E1,9.271584698E0,1.589999914E0,3.160000000E2,2.500000000E0,2.000000000E0
2.579203759E2,6.469168835E1,2.452605100E1,9.271585920E0,1.649999976E0,3.152999878E2,2.500000000E0,2.000000000E0
2.589203780E2,6.469170135E1,2.452602879E1,1.027158653E1,1.579999924E0,3.155000000E2,2.500000000E0,2.000000000E0
2.599203801E2,6.469171145E1,2.452600700E1,1.027158655E1,1.589999914E0,3.185000000E2,2.500000000E0,2.000000000E0
2.609203822E2,6.469172079E1,2.452598537E1,1.027158642E1,1.279999971E0,3.182999878E2,2.500000000E0,2.000000000E0
2.619203843E2,6.469173085E1,2.452596693E1,1.027158677E1,1.350000024E0,3.165000000E2,2.500000000E0,2.000000000E0
2.629203864E2,6.469174162E1,2.452594740E1,1.027158716E1,1.620000005E0,3.126000061E2,2.500000000E0,2.000000000E0
2.639203885E2,6.469175235E1,2.452591513E1,1.027158626E1,1.599999905E0,3.125000000E2,2.500000000E0,2.000000000E0
2.649203906E2,6.469176304E1,2.452589066E1,1.027158613E1,1.539999962E0,3.181000061E2,2.500000000E0,2.000000000E0
2.659203927E2,6.469177578E1,2.452586979E1,1.127158682E1,1.669999957E0,3.230000000E2,2.500000000E0,2.000000000E0
2.669203948E2,6.469178634E1,2.452584724E1,1.127158686E1,1.639999986E0,3.195000000E2,2.500000000E0,2.000000000E0
2.679203970E2,6.469179874E1,2.452582100E1,1.027158694E1,1.620000005E0,3.152000122E2,2.500000000E0,2.000000000E0
2.689203991E2,6.469180926E1,2.452578823E1,1.027158593E1,1.399999976E0,3.107000122E2,2.500000000E0,2.000000000E0
2.699204012E2,6.469181869E1,2.452576728E1,1.127158589E1,1.579999924E0,3.127000122E2,2.500000000E0,2.000000000E0
2.709204034E2,6.469183093E1,2.452574674E1,1.127158650E1,1.579999924E0,3.188999939E2,2.500000000E0,2.000000000E0
2.719204054E2,6.469184233E1,2.452572403E1,1.127158670E1,1.459999919E0,3.237999878E2,2.500000000E0,2.000000000E0
2.729204076E2,6.469185566E1,2.452570005E1,1.127158721E1,1.610000014E0,3.225000000E2,2.500000000E0,2.000000000E0
2.739204097E2,6.469186517E1,2.452567415E1,1.127158667E1,1.620000005E0,3.186000061E2,2.500000000E0,2.000000000E0
2.749204119E2,6.469187657E1,2.452565110E1,1.127158684E1,1.659999967E0,3.151000061E2,2.500000000E0,2.000000000E0
2.759204141E2,6.469188876E1,2.452562537E1,1.127158692E1,1.689999938E0,3.171000061E2,2.500000000E0,2.000000000E0
2.769204162E2,6.469190327E1,2.452559905E1,1.127158744E1,1.740000010E0,3.162999878E2,2.500000000E0,2.000000000E0
2.779204184E2,6.469191454E1,2.452557449E1,1.127158743E1,1.699999928E0,3.152000122E2,2.500000000E0,2.000000000E0
2.789204205E2,6.469192619E1,2.452553845E1,1.127158634E1,1.730000019E0,3.150000000E2,2.500000000E0,2.000000000E0
2.799204226E2,6.469193952E1,2.452550735E1,1.127158611E1,1.689999938E0,3.162000122E2,2.500000000E0,2.000000000E0
2.809204248E2,6.469195343E1,2.452548489E1,1.127158689E1,1.689999938E0,3.133999939E2,2.500000000E0,2.000000000E0
2.819204270E2,6.469196521E1,2.452545966E1,1.127158692E1,1.709999919E0,3.135000000E2,2.500000000E0,2.000000000E0
2.829204292E2,6.469197413E1,2.452543636E1,1.127158652E1,1.659999967E0,3.103999939E2,2.500000000E0,2.000000000E0
2.839204313E2,6.469198268E1,2.452541331E1,1.227158606E1,1.610000014E0,3.095000000E2,2.500000000E0,2.000000000E0
2.849204335E2,6.469198989E1,2.452537953E1,1.127158422E1,1.549999952E0,3.018999939E2,2.500000000E0,2.000000000E0
2.859204356E2,6.469199488E1,2.452534391E1,1.127158171E1,1.509999990E0,2.963999939E2,2.500000000E0,2.000000000E0
2.869204378E2,6.469200205E1,2.452531382E1,1.127158023E1,1.789999962E0,2.982000122E2,2.500000000E0,2.000000000E0
2.879204400E2,6.469200360E1,2.452526922E1,1.127157606E1,1.639999986E0,2.872000122E2,2.500000000E0,2.000000000E0
2.889204421E2,6.469200670E1,2.452524156E1,1.127157393E1,1.569999933E0,2.867999878E2,2.500000000E0,2.000000000E0
2.899204443E2,6.469201240E1,2.452520929E1,1.127157191E1,1.689999938E0,2.848999939E2,2.500000000E0,2.000000000E0
2.909204465E2,6.469201491E1,2.452516998E1,1.127156848E1,1.529999971E0,2.802999878E2,2.500000000E0,2.000000000E0
2.919204488E2,6.469201726E1,2.452513386E1,1.227156534E1,1.639999986E0,2.782999878E2,2.500000000E0,2.000000000E0
2.929204510E2,6.469201684E1,2.452509815E1,1.227156163E1,1.629999995E0,2.771000061E2,2.500000000E0,2.000000000E0
2.939204532E2,6.469201961E1,2.452505783E1,1.227155815E1,1.579999924E0,2.776000061E2,2.500000000E0,2.000000000E0
2.949204553E2,6.469202229E1,2.452502808E1,1.227155573E1,1.379999995E0,2.795000000E2,2.500000000E0,2.000000000E0
2.959204575E2,6.469202581E1,2.452500151E1,1.227155380E1,1.370000005E0,2.862000122E2,2.500000000E0,2.000000000E0
2.969204598E2,6.469202925E1,2.452496831E1,1.227155119E1,1.649999976E0,2.997000122E2,2.500000000E0,2.000000000E0
2.979204620E2,6.469204090E1,2.452494761E1,1.227155165E1,1.629999995E0,3.072000122E2,2.500000000E0,2.000000000E0
2.989204642E2,6.469204928E1,2.452491861E1,1.227155055E1,1.599999905E0,3.102000122E2,2.500000000E0,2.000000000E0
2.999204664E2,6.469205695E1,2.452489547E1,1.127154988E1,1.509999990E0,3.143999939E2,2.500000000E0,2.000000000E0
3.009204686E2,6.469206441E1,2.452486899E1,1.127154883E1,1.569999933E0,3.170000000E2,2.500000000E0,2.000000000E0
3.019204709E2,6.469207765E1,2.452485155E1,1.027154996E1,1.409999967E0,3.263999939E2,2.500000000E0,2.000000000E0
3.029204731E2,6.469208934E1,2.452483001E1,1.027155034E1,1.509999990E0,3.242000122E2,2.500000000E0,2.000000000E0
3.039204753E2,6.469210137E1,2.452480277E1,1.027155021E1,1.579999924E0,3.186000061E2,2.500000000E0,2.000000000E0
3.049204775E2,6.469211445E1,2.452477545E1,1.027155030E1,1.639999986E0,3.167000122E2,2.500000000E0,2.000000000E0
3.059204798E2,6.469212543E1,2.452475399E1,9.271550527E0,1.599999905E0,3.162999878E2,2.500000000E0,2.000000000E0
3.069204820E2,6.469213528E1,2.452472415E1,9.271549656E0,1.559999943E0,3.173999939E2,2.500000000E0,2.000000000E0
3.079204842E2,6.469214672E1,2.452470344E1,9.271550060E0,1.599999905E0,3.183999939E2,2.500000000E0,2.000000000E0
3.089204865E2,6.469215690E1,2.452467545E1,9.271549448E0,1.789999962E0,3.152000122E2,2.500000000E0,2.000000000E0
3.099204887E2,6.469216947E1,2.452465223E1,1.027154984E1,1.740000010E0,3.152999878E2,2.500000000E0,2.000000000E0
3.109204910E2,6.469218175E1,2.452462063E1,1.027154932E1,1.639999986E0,3.175000000E2,2.500000000E0,2.000000000E0
3.119204933E2,6.469219135E1,2.452459750E1,1.027154908E1,1.549999952E0,3.186000061E2,2.500000000E0,2.000000000E0
3.129204956E2,6.469220003E1,2.452457378E1,1.027154857E1,1.509999990E0,3.190000000E2,2.500000000E0,2.000000000E0
3.139204978E2,6.469221088E1,2.452455492E1,1.027154903E1,1.509999990E0,3.118999939E2,2.500000000E0,2.000000000E0
3.149205001E2,6.469221926E1,2.452452726E1,1.027154805E1,1.569999933E0,3.071000061E2,2.500000000E0,2.000000000E0
3.159205023E2,6.469222588E1,2.452449599E1,1.027154633E1,1.509999990E0,3.082000122E2,2.500000000E0,2.000000000E0
3.169205046E2,6.469223355E1,2.452446900E1,1.127154526E1,1.389999986E0,3.105000000E2,2.500000000E0,2.000000000E0
3.179205069E2,6.469224147E1,2.452443623E1,1.127154367E1,1.409999967E0,3.112999878E2,2.500000000E0,2.000000000E0
3.189205091E2,6.469225028E1,2.452441226E1,1.127154316E1,1.529999971E0,3.075000000E2,2.500000000E0,2.000000000E0
3.199205114E2,6.469226109E1,2.452438535E1,1.127154279E1,1.500000000E0,3.155000000E2,2.500000000E0,2.000000000E0
3.209205137E2,6.469227312E1,2.452436607E1,1.127154346E1,1.519999981E0,3.182000122E2,2.500000000E0,3.000000000E0
3.219205159E2,6.469228351E1,2.452435358E1,1.027154447E1,1.000000000E0,3.267000122E2,2.500000000E0,3.000000000E0
3.229205183E2,6.469229545E1,2.452432743E1,1.027154442E1,1.559999943E0,3.302999878E2,2.500000000E0,3.000000000E0
3.239205205E2,6.469231109E1,2.452431511E1,1.027154658E1,1.289999962E0,3.427000122E2,2.500000000E0,2.000000000E0
3.249205229E2,6.469232756E1,2.452430874E1,1.127154953E1,1.689999938E0,3.580000000E2,2.500000000E0,2.000000000E0
3.259205252E2,6.469234461E1,2.452432056E1,1.127155446E1,1.549999952E0,4.599999905E0,2.500000000E0,2.000000000E0
3.269205275E2,6.469235916E1,2.452432626E1,1.127155822E1,1.509999990E0,1.310000038E1,2.500000000E0,3.000000000E0
3.279205297E2,6.469236951E1,2.452434042E1,1.127156192E1,1.409999967E0,2.250000000E1,2.500000000E0,2.000000000E0
3.289205321E2,6.469238204E1,2.452435509E1,1.027156614E1,1.449999928E0,2.639999962E1,2.500000000E0,2.000000000E0
3.299205344E2,6.469239428E1,2.452437320E1,1.027157066E1,1.529999971E0,2.910000038E1,2.500000000E0,2.000000000E0
3.309205366E2,6.469240723E1,2.452439541E1,1.027157574E1,1.549999952E0,3.010000038E1,2.500000000E0,3.000000000E0
3.319205389E2,6.469241917E1,2.452441913E1,1.027158076E1,1.439999938E0,2.979999924E1,2.500000000E0,2.000000000E0
3.329205413E2,6.469243120E1,2.452444076E1,1.027158559E1,1.509999990E0,2.370000076E1,2.500000000E0,3.000000000E0
3.339205436E2,6.469244348E1,2.452445869E1,1.027159010E1,1.539999962E0,2.379999924E1,2.500000000E0,2.000000000E0
3.349205459E2,6.469245647E1,2.452447395E1,1.027159449E1,1.459999919E0,2.389999962E1,2.500000000E0,2.000000000E0
3.359205482E2,6.469246770E1,2.452447982E1,9.271597538E0,1.679999948E0,2.239999962E1,2.500000000E0,2.000000000E0
3.369205506E2,6.469248258E1,2.452449197E1,9.271602026E0,1.509999990E0,2.160000038E1,2.500000000E0,2.000000000E0
3.379205529E2,6.469249859E1,2.452451544E1,9.271607912E0,1.629999995E0,2.739999962E1,2.500000000E0,2.000000000E0
3.389205552E2,6.469251368E1,2.452453220E1,8.271612915E0,1.610000014E0,2.539999962E1,2.500000000E0,2.000000000E0
3.399205575E2,6.469252772E1,2.452454302E1,8.271617084E0,1.649999976E0,1.960000038E1,2.500000000E0,2.000000000E0
3.409205599E2,6.469254117E1,2.452455182E1,8.271620920E0,1.559999943E0,2.210000038E1,2.500000000E0,2.000000000E0
3.419205622E2,6.469255546E1,2.452456556E1,8.271625443E0,1.629999995E0,2.320000076E1,2.500000000E0,2.000000000E0
3.429205645E2,6.469257080E1,2.452457344E1,8.271629599E0,1.629999995E0,2.029999924E1,2.500000000E0,2.000000000E0
3.439205669E2,6.469258400E1,2.452458568E1,8.271633731E0,1.559999943E0,2.360000038E1,2.500000000E0,2.000000000E0
3.449205692E2,6.469259779E1,2.452460303E1,8.271638511E0,1.689999938E0,2.310000038E1,2.500000000E0,2.000000000E0
3.459205715E2,6.469260940E1,2.452461510E1,8.271642279E0,1.490000010E0,2.439999962E1,2.500000000E0,2.000000000E0
3.469205739E2,6.469262130E1,2.452463186E1,9.271646588E0,1.569999933E0,2.820000076E1,2.500000000E0,2.000000000E0
3.479205762E2,6.469263329E1,2.452464821E1,9.271650873E0,1.019999981E0,2.679999924E1,2.500000000E0,2.000000000E0
3.489205785E2,6.469264314E1,2.452466279E1,9.271654512E0,1.100000024E0,2.710000038E1,2.500000000E0,2.000000000E0
3.499205809E2,6.469265382E1,2.452468375E1,9.271658983E0,1.679999948E0,3.470000076E1,2.500000000E0,2.000000000E0
3.509205833E2,6.469266367E1,2.452470805E1,1.027166361E1,1.529999971E0,4.259999847E1,2.500000000E0,2.000000000E0
3.519205856E2,6.469267335E1,2.452473002E1,1.027166797E1,1.299999952E0,4.940000153E1,2.500000000E0,2.000000000E0
3.529205880E2,6.469268132E1,2.452475726E1,1.027167248E1,1.259999990E0,5.400000000E1,2.500000000E0,2.000000000E0
3.539205903E2,6.469269142E1,2.452478542E1,1.027167756E1,1.730000019E0,4.370000076E1,2.500000000E0,2.000000000E0
3.549205927E2,6.469270390E1,2.452480973E1,1.127168277E1,1.500000000E0,4.400000000E1,2.500000000E0,2.000000000E0
3.559205950E2,6.469271426E1,2.452483605E1,1.127168772E1,1.459999919E0,4.959999847E1,2.500000000E0,2.000000000E0
3.569205975E2,6.469272440E1,2.452486237E1,1.127169262E1,1.589999914E0,4.979999924E1,2.500000000E0,2.000000000E0
3.579205998E2,6.469273555E1,2.452489212E1,1.127169809E1,1.579999924E0,4.929999924E1,2.500000000E0,2.000000000E0
3.589206022E2,6.469274506E1,2.452491911E1,1.127170293E1,1.500000000E0,4.850000000E1,2.500000000E0,2.000000000E0
3.599206046E2,6.469275520E1,2.452494719E1,1.127170801E1,1.519999981E0,4.750000000E1,2.500000000E0,2.000000000E0
3.609206070E2,6.469276467E1,2.452497460E1,1.027171287E1,1.250000000E0,4.879999924E1,2.500000000E0,2.000000000E0
3.619206094E2,6.469277452E1,2.452499522E1,1.027171713E1,1.319999933E0,5.700000000E1,2.500000000E0,2.000000000E0
3.629206118E2,6.469278383E1,2.452502187E1,1.027172189E1,1.459999919E0,5.140000153E1,2.500000000E0,2.000000000E0
3.639206141E2,6.469279321E1,2.452505054E1,1.127172687E1,1.549999952E0,4.879999924E1,2.500000000E0,2.000000000E0
3.649206165E2,6.469280491E1,2.452508868E1,1.127173332E1,1.620000005E0,5.609999847E1,2.500000000E0,2.000000000E0
3.659206189E2,6.469281429E1,2.452511751E1,1.227173831E1,1.659999967E0,5.609999847E1,2.500000000E0,2.000000000E0
3.669206213E2,6.469282465E1,2.452514936E1,1.127174383E1,1.639999986E0,5.140000153E1,2.500000000E0,2.000000000E0
3.679206236E2,6.469283797E1,2.452517434E1,1.227174930E1,1.669999957E0,4.790000153E1,2.500000000E0,2.000000000E0
3.689206261E2,6.469285025E1,2.452519479E1,1.227175407E1,1.610000014E0,4.470000076E1,2.500000000E0,2.000000000E0
3.699206284E2,6.469286060E1,2.452522296E1,1.227175921E1,1.299999952E0,5.050000000E1,2.500000000E0,2.000000000E0
3.709206308E2,6.469286907E1,2.452524601E1,1.227176342E1,1.429999948E0,5.059999847E1,2.500000000E0,2.000000000E0
3.719206332E2,6.469287552E1,2.452527232E1,1.227176752E1,1.449999928E0,5.820000076E1,2.500000000E0,2.000000000E0
3.729206356E2,6.469288458E1,2.452529655E1,1.227177198E1,1.399999976E0,6.109999847E1,2.500000000E0,2.000000000E0
3.739206380E2,6.469289581E1,2.452532035E1,1.127177687E1,1.370000005E0,5.979999924E1,2.500000000E0,2.000000000E0
3.749206404E2,6.469290205E1,2.452535179E1,1.127178144E1,1.569999933E0,5.450000000E1,2.500000000E0,2.000000000E0
3.759206428E2,6.469291140E1,2.452537970E1,1.127178634E1,1.490000010E0,5.520000076E1,2.500000000E0,2.000000000E0
3.769206452E2,6.469292200E1,2.452540618E1,1.127179137E1,1.480000019E0,4.790000153E1,2.500000000E0,2.000000000E0
3.779206476E2,6.469293273E1,2.452543502E1,1.127179667E1,1.299999952E0,5.379999924E1,2.500000000E0,2.000000000E0
3.789206499E2,6.469293973E1,2.452545773E1,1.127180052E1,1.589999914E0,5.040000153E1,2.500000000E0,2.000000000E0
3.799206524E2,6.469295096E1,2.452548732E1,1.127180601E1,1.649999976E0,4.909999847E1,2.500000000E0,2.000000000E0
3.809206548E2,6.469296186E1,2.452551540E1,1.127181126E1,1.389999986E0,5.059999847E1,2.500000000E0,2.000000000E0
3.819206572E2,6.469297229E1,2.452553057E1,1.027181510E1,1.289999962E0,4.109999847E1,2.500000000E0,2.000000000E0
3.829206596E2,6.469298235E1,2.452555077E1,1.127181937E1,1.279999971E0,4.609999847E1,2.500000000E0,3.000000000E0
3.839206620E2,6.469299090E1,2.452557156E1,1.027182337E1,1.339999914E0,3.929999924E1,2.500000000E0,3.000000000E0
3.849206645E2,6.469300595E1,2.452558799E1,1.027182835E1,1.529999971E0,2.829999924E1,2.500000000E0,3.000000000E0
3.859206668E2,6.469301584E1,2.452560173E1,1.027183193E1,1.439999938E0,2.200000000E1,2.500000000E0,2.000000000E0
3.869206692E2,6.469302971E1,2.452561649E1,1.027183648E1,1.370000005E0,3.010000038E1,2.500000000E0,2.000000000E0
3.879206716E2,6.469303981E1,2.452564172E1,1.027184127E1,1.500000000E0,4.850000000E1,2.500000000E0,2.000000000E0
3.889206740E2,6.469304928E1,2.452566837E1,1.027184607E1,1.569999933E0,5.159999847E1,2.500000000E0,2.000000000E0
3.899206765E2,6.469305921E1,2.452569662E1,1.027185114E1,1.679999948E0,5.759999847E1,2.500000000E0,2.000000000E0
3.909206788E2,6.469307015E1,2.452572470E1,1.027185641E1,1.689999938E0,5.040000153E1,2.500000000E0,2.000000000E0
3.919206813E2,6.469308319E1,2.452575529E1,1.027186240E1,1.730000019E0,4.840000153E1,2.500000000E0,2.000000000E0
3.929206837E2,6.469309463E1,2.452578069E1,1.027186751E1,1.629999995E0,4.740000153E1,2.500000000E0,2.000000000E0
3.939206861E2,6.469310427E1,2.452580692E1,1.027187231E1,1.209999919E0,5.829999924E1,2.500000000E0,2.000000000E0
3.949206885E2,6.469311131E1,2.452583458E1,9.271876682E0,1.259999990E0,5.940000153E1,2.500000000E0,2.000000000E0
3.959206909E2,6.469312178E1,2.452585805E1,1.027188138E1,1.500000000E0,5.059999847E1,2.500000000E0,2.000000000E0
3.969206933E2,6.469313364E1,2.452588035E1,1.027188627E1,1.549999952E0,4.809999847E1,2.500000000E0,2.000000000E0
3.979206958E2,6.469314659E1,2.452590734E1,1.127189187E1,1.549999952E0,4.600000000E1,2.500000000E0,2.000000000E0
3.989206982E2,6.469315975E1,2.452593693E1,1.127189779E1,1.709999919E0,5.150000000E1,2.500000000E0,2.000000000E0
3.999207006E2,6.469317090E1,2.452597230E1,1.127190386E1,1.809999943E0,5.270000076E1,2.500000000E0,3.000000000E0
4.009207030E2,6.469318306E1,2.452600717E1,1.127191010E1,1.759999990E0,4.829999924E1,2.500000000E0,3.000000000E0
4.019207054E2,6.469319680E1,2.452603483E1,1.127191595E1,1.730000019E0,4.450000000E1,2.500000000E0,3.000000000E0
4.029207079E2,6.469320887E1,2.452605813E1,1.127192098E1,1.549999952E0,4.400000000E1,2.500000000E0,2.000000000E0
4.039207103E2,6.469322048E1,2.452608193E1,1.127192597E1,1.289999962E0,4.440000153E1,2.500000000E0,2.000000000E0
4.049207128E2,6.469323243E1,2.452611001E1,1.127193147E1,1.849999905E0,4.790000153E1,2.500000000E0,3.000000000E0
4.059207152E2,6.469324441E1,2.452614354E1,1.227193754E1,1.599999905E0,4.390000153E1,2.500000000E0,2.000000000E0
4.069207176E2,6.469325514E1,2.452617011E1,1.227194262E1,1.599999905E0,4.150000000E1,2.500000000E0,2.000000000E0
4.079207202E2,6.469326528E1,2.452619593E1,1.127194749E1,1.539999962E0,4.279999924E1,2.500000000E0,2.000000000E0
4.089207226E2,6.469327304E1,2.452621881E1,1.127195154E1,1.409999967E0,4.529999924E1,2.500000000E0,2.000000000E0
4.099207250E2,6.469328259E1,2.452624337E1,1.127195616E1,1.490000010E0,4.409999847E1,2.500000000E0,2.000000000E0
4.109207275E2,6.469329416E1,2.452627086E1,1.027196151E1,1.559999943E0,4.400000000E1,2.500000000E0,2.000000000E0
4.119207299E2,6.469330472E1,2.452629534E1,1.127196634E1,1.419999957E0,3.990000153E1,2.500000000E0,2.000000000E0
4.129207324E2,6.469331482E1,2.452631135E1,1.127197021E1,1.179999948E0,2.750000000E1,2.500000000E0,2.000000000E0
4.139207348E2,6.469332551E1,2.452632635E1,1.027197410E1,1.159999967E0,2.520000076E1,2.500000000E0,2.000000000E0
4.149207373E2,6.469333536E1,2.452634378E1,1.027197805E1,1.350000024E0,3.200000000E1,2.500000000E0,2.000000000E0
4.159207397E2,6.469334671E1,2.452636323E1,9.271982540E0,1.360000014E0,3.640000153E1,2.500000000E0,2.000000000E0
4.169207422E2,6.469335820E1,2.452639030E1,9.271987841E0,1.610000014E0,3.859999847E1,2.500000000E0,2.000000000E0
4.179207446E2,6.469337295E1,2.452642199E1,9.271994334E0,1.539999962E0,3.750000000E1,2.500000000E0,2.000000000E0
4.189207470E2,6.469338447E1,2.452644470E1,1.027199920E1,1.559999943E0,3.700000000E1,2.500000000E0,2.000000000E0
4.199207495E2,6.469339478E1,2.452647060E1,1.027200412E1,1.350000024E0,4.079999924E1,2.500000000E0,2.000000000E0
4.209207520E2,6.469340568E1,2.452649843E1,1.027200937E1,1.409999967E0,4.740000153E1,2.500000000E0,3.000000000E0
4.219207544E2,6.469341888E1,2.452652005E1,9.272014498E0,1.409999967E0,4.590000153E1,2.500000000E0,3.000000000E0
4.229207569E2,6.469343028E1,2.452654453E1,9.272019517E0,1.490000010E0,4.370000076E1,2.500000000E0,3.000000000E0
4.239207594E2,6.469344227E1,2.452656205E1,9.272023953E0,1.569999933E0,3.659999847E1,2.500000000E0,2.000000000E0
4.249207618E2,6.469345580E1,2.452659030E1,9.272029831E0,1.599999905E0,3.740000153E1,2.500000000E0,3.000000000E0
